city|count|lat|lng|zip_min
Krakow|54137|44.7635|-88.2593
Bonduel|54107|44.6992|-88.4543
Winter|54896|45.8327|-91.0144
Stone Lake|54876|45.8337|-91.5093
Radisson|54867|45.7734|-91.2262
Ojibwa|54862|45.7854|-91.1109
Exeland|54835|45.6753|-91.2238
Couderay|54828|45.838|-91.2918
Rock Springs|53961|43.4681|-89.9218
Reedsburg|53958|43.3938|-89.9559
North Freedom|53951|43.4106|-89.849
Lime Ridge|53942|43.4682|-90.1615
La Valle|53941|43.5699|-90.128
Lake Delton|53940|43.5939|-89.7912
Hillpoint|53937|43.3951|-90.1588
Baraboo|53913|43.4825|-89.7462
Spring Green|53588|43.1884|-90.0676
Sauk City|53583|43.2686|-89.7418
Prairie Du Sac|53578|43.2956|-89.7452
Plain|53577|43.2927|-90.0558
Glenwood City|54013|45.0623|-92.1816
Emerald|54012|45.0786|-92.3128
Weyerhaeuser|54895|45.4263|-91.4289
Conrath|54731|45.3533|-91.0621
Tony|54563|45.4741|-90.9869
Orfordville|53576|42.6278|-89.2533
Footville|53537|42.6726|-89.2112
Bloom City|54617|43.509|-90.6665
Sextonville|53584|43.2794|-90.2876
Richland Center|53581|43.3661|-90.4302
Gotham|53540|43.2345|-90.2618
Sturtevant|53177|42.6967|-87.9031
Kansasville|53139|42.7012|-88.118
Franksville|53126|42.7859|-87.9873
Prentice|54556|45.5482|-90.2942
Park Falls|54552|45.9363|-90.4246
Kennan|54537|45.535|-90.591
Fifield|54524|45.8143|-90.453
Brantwood|54513|45.5514|-90.116
Stevens Point|54481|44.5212|-89.5588
Amherst Junction|54407|44.5065|-89.3038
Luck|54853|45.5568|-92.4164
Centuria|54824|45.4484|-92.5477
Balsam Lake|54810|45.4588|-92.415
Star Prairie|54026|45.2013|-92.5514
Saint Croix Falls|54024|45.5097|-92.6117
Dresser|54009|45.3546|-92.5623
Amery|54001|45.3486|-92.4014
Grimms Landing|25095|38.7523|-81.9973
Moundsville|26041|39.9148|-80.731
Mc Mechen|26040|39.9878|-80.7308
Glen Easton|26039|39.8531|-80.6661
Glen Dale|26038|39.9597|-80.7323
Benwood|26031|40.0085|-80.7226
Rivesville|26588|39.5568|-80.1417
Rachel|26587|39.5225|-80.2957
Montana Mines|26586|39.5191|-80.0897
Mannington|26582|39.522|-80.3552
Kingmont|26578|39.4466|-80.1762
Idamay|26576|39.4877|-80.2666
Grant Town|26574|39.5587|-80.1805
Four States|26572|39.5143|-80.2185
Barrackville|26559|39.5052|-80.1725
Wilcoe|24895|37.3752|-81.6539
Warriormine|24894|37.3752|-81.6539
War|24892|37.3752|-81.6539
Twin Branch|24889|37.3752|-81.6539
Thorpe|24888|37.3752|-81.6539
Switchback|24887|37.3752|-81.6539
Squire|24884|37.3752|-81.6539
Skygusty|24883|37.3752|-81.6539
Roderfield|24881|37.3752|-81.6539
Raysal|24879|37.3244|-81.7614
Premier|24878|37.3752|-81.6539
Panther|24872|37.3752|-81.6539
Pageton|24871|37.3752|-81.6539
Northfork|24868|37.4194|-81.4058
Maybeury|24861|37.4175|-81.424
Leckie|24856|37.3752|-81.6539
Jolo|24850|37.3324|-81.8316
Jenkinjones|24848|37.3752|-81.6539
Isaban|24846|37.3752|-81.6539
Iaeger|24844|37.4499|-81.812
Havaco|24841|37.4058|-81.5765
Eckman|24829|37.3752|-81.6539
Davy|24828|37.4678|-81.6811
Cucumber|24826|37.3752|-81.6539
Coalwood|24824|37.3752|-81.6539
Caretta|24821|37.383|-81.6343
Capels|24820|37.3752|-81.6539
Canebrake|24819|37.2916|-81.6938
Berwind|24815|37.3752|-81.6539
Anawalt|24808|37.3362|-81.4151
Yolyn|25654|37.7818|-81.892
Verdunville|25649|37.8891|-82.0488
Taplin|25648|37.7582|-81.8957
Switzer|25647|37.7846|-81.9908
Stollings|25646|37.8303|-81.9639
Stirrat|25645|37.8332|-81.9024
Sarah Ann|25644|37.8332|-81.9024
Rossmore|25643|37.8092|-81.9814
Peach Creek|25639|37.8752|-81.9826
Omar|25638|37.7416|-82.0031
Mount Gay|25637|37.8464|-82.0485
Monaville|25636|37.8219|-82.0062
Man|25635|37.7357|-81.8754
Lyburn|25632|37.7656|-81.9217
Lorado|25630|37.8332|-81.9024
Kistler|25628|37.8332|-81.9024
Henlawson|25624|37.8332|-81.9024
Davin|25617|37.7265|-81.8057
Cora|25614|37.8332|-81.9024
Amherstdale|25607|37.7959|-81.7833
Accoville|25606|37.8332|-81.9024
Pecks Mill|25547|37.9298|-81.9654
Chapmanville|25508|37.9385|-82.0512
Sharples|25183|37.8332|-81.9024
Plum City|54761|44.636|-92.1837
Maiden Rock|54750|44.6086|-92.2782
Hager City|54014|44.627|-92.5501
